"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
0.449	-0.593779	449	16.795	449	79.959221			-0.007719127				
0.45	-0.593779	450	16.818	450	79.95416			-0.007719127				
0.451	-0.600315	451	16.842	451	79.896667			-0.007804095				
0.452	-0.587243	452	16.867	452	79.985869			-0.007634159				
0.453	-0.590511	453	16.889	453	80.09264			-0.007676643				
0.454	-0.597047	454	16.912	454	80.015203			-0.007761611				
0.455	-0.600315	455	16.934	455	79.995467			-0.007804095				
0.456	-0.597047	456	16.957	456	79.754092			-0.007761611				
0.457	-0.593779	457	16.981	457	79.843507			-0.007719127				
0.458	-0.57744	458	17.003	458	80.050699			-0.00750672				
0.459	-0.593779	459	17.025	459	80.098789			-0.007719127				
0.46	-0.57744	460	17.048	460	80.050165			-0.00750672				
0.461	-0.580708	461	17.073	461	80.077141			-0.007549204				
0.462	-0.593779	462	17.096	462	79.983737			-0.007719127				
0.463	-0.590511	463	17.121	463	79.895071			-0.007676643				
0.464	-0.583976	464	17.145	464	79.609119			-0.007591688				
0.465	-0.57744	465	17.17	465	80.078744			-0.00750672				
0.466	-0.590511	466	17.195	466	80.166479			-0.007676643				
0.467	-0.590511	467	17.217	467	80.107344			-0.007676643				
0.468	-0.590511	468	17.238	468	79.968279			-0.007676643				
0.469	-0.590511	469	17.264	469	79.91662			-0.007676643				
0.47	-0.606851	470	17.283	470	79.998133			-0.007889063				
0.471	-0.593779	471	17.308	471	79.91529			-0.007719127				
0.472	-0.590511	472	17.333	472	80.041622			-0.007676643				
0.473	-0.610118	473	17.356	473	79.800499			-0.007931534				
0.474	-0.600315	474	17.381	474	79.883636			-0.007804095				
0.475	-0.600315	475	17.404	475	80.053903			-0.007804095				
0.476	-0.610118	476	17.429	476	80.067791			-0.007931534				
0.477	-0.590511	477	17.452	477	80.375353			-0.007676643				
0.478	-0.600315	478	17.477	478	80.142654			-0.007804095				
0.479	-0.600315	479	17.502	479	80.068058			-0.007804095				
0.48	-0.600315	480	17.526	480	79.922741			-0.007804095				
0.481	-0.590511	481	17.551	481	80.052301			-0.007676643				
0.482	-0.606851	482	17.576	482	80.152022			-0.007889063				
0.483	-0.590511	483	17.599	483	80.236967			-0.007676643				
0.484	-0.593779	484	17.623	484	80.057909			-0.007719127				
0.485	-0.583976	485	17.644	485	80.022139			-0.007591688				
0.486	-0.616654	486	17.663	486	79.748526			-0.008016502				
0.487	-0.587243	487	17.686	487	79.933389			-0.007634159				
0.488	-0.57744	488	17.71	488	80.180406			-0.00750672				
0.489	-0.583976	489	17.733	489	80.172103			-0.007591688				
0.49	-0.603583	490	17.757	490	79.932324			-0.007846579				
0.491	-0.583976	491	17.781	491	80.180942			-0.007591688				
0.492	-0.606851	492	17.806	492	80.153092			-0.007889063				
0.493	-0.57744	493	17.831	493	80.238308			-0.00750672				
0.494	-0.57744	494	17.854	494	80.222484			-0.00750672				
0.495	-0.587243	495	17.877	495	80.066722			-0.007634159				
0.496	-0.583976	496	17.902	496	79.853336			-0.007591688				
0.497	-0.597047	497	17.924	497	79.896401			-0.007761611				
0.498	-0.603583	498	17.948	498	80.029344			-0.007846579				
0.499	-0.570904	499	17.973	499	80.290921			-0.007421752				
0.5	-0.610118	500	17.995	500	85.535577			-0.007931534				
0.501	-0.597047	501	18.019	501	85.859019			-0.007761611				
0.502	-0.574172	502	18.04	502	86.149031			-0.007464236				
0.503	-0.606851	503	18.061	503	85.948803			-0.007889063				
0.504	-0.613386	504	18.084	504	85.762987			-0.007974018				
0.505	-0.593779	505	18.104	505	85.855334			-0.007719127				
0.506	-0.593779	506	18.127	506	85.714592			-0.007719127				
0.507	-0.600315	507	18.148	507	86.185845			-0.007804095				
0.508	-0.590511	508	18.172	508	85.984831			-0.007676643				
0.509	-0.597047	509	18.192	509	85.702349			-0.007761611				
0.51	-0.597047	510	18.225	510	86.256159			-0.007761611				
0.511	-0.597047	511	18.248	511	86.13079			-0.007761611				
0.512	-0.593779	512	18.271	512	86.356407			-0.007719127				
0.513	-0.597047	513	18.29	513	85.921725			-0.007761611				
0.514	-0.613386	514	18.312	514	86.115955			-0.007974018				
0.515	-0.593779	515	18.334	515	86.046178			-0.007719127				
0.516	-0.593779	516	18.354	516	86.13759			-0.007719127				
0.517	-0.603583	517	18.377	517	86.295238			-0.007846579				
0.518	-0.600315	518	18.4	518	86.413619			-0.007804095				
0.519	-0.600315	519	18.424	519	86.524838			-0.007804095				
0.52	-0.606851	520	18.447	520	86.209684			-0.007889063				
0.521	-0.597047	521	18.47	521	86.492408			-0.007761611				
0.522	-0.587243	522	18.492	522	86.270422			-0.007634159				
0.523	-0.603583	523	18.524	523	86.350815			-0.007846579				
0.524	-0.590511	524	18.545	524	86.610081			-0.007676643				
0.525	-0.587243	525	18.565	525	86.528893			-0.007634159				
0.526	-0.606851	526	18.586	526	86.314169			-0.007889063				
0.527	-0.597047	527	18.621	527	86.302995			-0.007761611				
0.528	-0.57744	528	18.643	528	86.434781			-0.00750672				
0.529	-0.597047	529	18.666	529	86.513922			-0.007761611				
0.53	-0.590511	530	18.688	530	86.576339			-0.007676643				
0.531	-0.587243	531	18.711	531	86.640723			-0.007634159				
0.532	-0.593779	532	18.732	532	86.397443			-0.007719127				
0.533	-0.606851	533	18.765	533	86.575714			-0.007889063				
0.534	-0.583976	534	18.788	534	86.558228			-0.007591688				
0.535	-0.587243	535	18.823	535	86.562911			-0.007634159				
0.536	-0.606851	536	18.846	536	86.557916			-0.007889063				
0.537	-0.593779	537	18.868	537	86.575714			-0.007719127				
0.538	-0.597047	538	18.891	538	86.856134			-0.007761611				
0.539	-0.619922	539	18.913	539	86.828167			-0.008058986				
0.54	-0.593779	540	18.936	540	86.768837			-0.007719127				
0.541	-0.593779	541	18.968	541	86.80116			-0.007719127				
0.542	-0.616654	542	18.992	542	86.792371			-0.008016502				
0.543	-0.600315	543	19.015	543	86.677333			-0.007804095				
0.544	-0.597047	544	19.038	544	86.614457			-0.007761611				
0.545	-0.610118	545	19.061	545	86.830994			-0.007931534				
0.546	-0.570904	546	19.083	546	86.735597			-0.007421752				
0.547	-0.597047	547	19.106	547	86.812777			-0.007761611				
0.548	-0.597047	548	19.128	548	86.746883			-0.007761611				
0.549	-0.600315	549	19.15	549	86.672324			-0.007804095				
0.55	-0.603583	550	19.172	550	86.696432			-0.007846579				
0.551	-0.567636	551	19.195	551	86.750646			-0.007379268				
0.552	-0.590511	552	19.217	552	86.86022			-0.007676643				
0.553	-0.590511	553	19.239	553	86.829424			-0.007676643				
0.554	-0.580708	554	19.26	554	86.768837			-0.007549204				
0.555	-0.593779	555	19.281	555	86.724941			-0.007719127				
0.556	-0.610118	556	19.303	556	87.022419			-0.007931534				
0.557	-0.597047	557	19.324	557	87.239418			-0.007761611				
0.558	-0.593779	558	19.346	558	86.704263			-0.007719127				
0.559	-0.616654	559	19.368	559	86.956837			-0.008016502				
0.56	-0.590511	560	19.391	560	86.766327			-0.007676643				
0.561	-0.600315	561	19.413	561	87.151982			-0.007804095				
0.562	-0.62319	562	19.434	562	86.939512			-0.00810147				
0.563	-0.593779	563	19.457	563	86.73309			-0.007719127				
0.564	-0.590511	564	19.48	564	86.835393			-0.007676643				
0.565	-0.590511	565	19.501	565	86.696746			-0.007676643				
0.566	-0.603583	566	19.525	566	86.755977			-0.007846579				
0.567	-0.600315	567	19.548	567	87.182058			-0.007804095				
0.568	-0.603583	568	19.568	568	87.024312			-0.007846579				
0.569	-0.57744	569	19.589	569	86.926601			-0.00750672				
0.57	-0.580708	570	19.623	570	86.861163			-0.007549204				
0.571	-0.580708	571	19.647	571	87.003176			-0.007549204				
0.572	-0.600315	572	19.679	572	86.851419			-0.007804095				
0.573	-0.590511	573	19.702	573	86.792685			-0.007676643				
0.574	-0.593779	574	19.723	574	87.115602			-0.007719127				
0.575	-0.597047	575	19.747	575	87.033149			-0.007761611				
0.576	-0.590511	576	19.777	576	87.029993			-0.007676643				
0.577	-0.590511	577	19.796	577	86.875312			-0.007676643				
0.578	-0.600315	578	19.818	578	86.822513			-0.007804095				
0.579	-0.583976	579	19.842	579	87.048301			-0.007591688				
0.58	-0.587243	580	19.864	580	87.025575			-0.007634159				
0.581	-0.597047	581	19.887	581	87.612664			-0.007761611				
0.582	-0.597047	582	19.92	582	92.425713			-0.007761611				
0.583	-0.597047	583	19.939	583	92.685564			-0.007761611				
0.584	-0.597047	584	19.97	584	92.674111			-0.007761611				
0.585	-0.597047	585	19.991	585	92.473077			-0.007761611				
0.586	-0.616654	586	20.021	586	92.449211			-0.008016502				
0.587	-0.600315	587	20.042	587	92.51193			-0.007804095				
0.588	-0.603583	588	20.063	588	92.655149			-0.007846579				
0.589	-0.619922	589	20.085	589	92.579377			-0.008058986				
0.59	-0.603583	590	20.115	590	92.742512			-0.007846579				
0.591	-0.590511	591	20.135	591	92.548675			-0.007676643				
0.592	-0.619922	592	20.166	592	92.360622			-0.008058986				
0.593	-0.590511	593	20.187	593	92.59545			-0.007676643				
0.594	-0.583976	594	20.207	594	92.634407			-0.007591688				
0.595	-0.583976	595	20.227	595	92.167668			-0.007591688				
0.596	-0.590511	596	20.248	596	92.334682			-0.007676643				
0.597	-0.593779	597	20.269	597	92.629044			-0.007719127				
0.598	-0.587243	598	20.291	598	92.555099			-0.007634159				
0.599	-0.587243	599	20.321	599	92.436036			-0.007634159				
0.6	-0.603583	600	20.34	600	92.375197			-0.007846579				
0.601	-0.580708	601	20.361	601	92.119556			-0.007549204				
0.602	-0.593779	602	20.381	602	92.663019			-0.007719127				
0.603	-0.619922	603	20.411	603	92.389777			-0.008058986				
0.604	-0.574172	604	20.433	604	92.668028			-0.007464236				
0.605	-0.583976	605	20.462	605	92.460964			-0.007591688				
0.606	-0.593779	606	20.482	606	92.394757			-0.007719127				
0.607	-0.574172	607	20.514	607	92.262271			-0.007464236				
0.608	-0.597047	608	20.536	608	92.091631			-0.007761611				
0.609	-0.603583	609	20.564	609	92.58402			-0.007846579				
0.61	-0.583976	610	20.585	610	92.496955			-0.007591688				
0.611	-0.593779	611	20.606	611	92.375197			-0.007719127				
0.612	-0.603583	612	20.627	612	92.471652			-0.007846579				
0.613	-0.606851	613	20.659	613	92.415748			-0.007889063				
0.614	-0.593779	614	20.68	614	92.480916			-0.007719127				
0.615	-0.600315	615	20.699	615	92.121677			-0.007804095				
0.616	-0.587243	616	20.72	616	92.550816			-0.007634159				
0.617	-0.580708	617	20.74	617	92.412901			-0.007549204				
0.618	-0.593779	618	20.761	618	91.979397			-0.007719127				
0.619	-0.597047	619	20.781	619	92.55617			-0.007761611				
0.62	-0.583976	620	20.813	620	92.10294			-0.007591688				
0.621	-0.593779	621	20.836	621	92.24454			-0.007719127				
0.622	-0.587243	622	20.866	622	92.498025			-0.007634159				
0.623	-0.574172	623	20.885	623	92.603311			-0.007464236				
0.624	-0.583976	624	20.907	624	92.336459			-0.007591688				
0.625	-0.606851	625	20.927	625	92.364887			-0.007889063				
0.626	-0.587243	626	20.96	626	92.329709			-0.007634159				
0.627	-0.597047	627	20.978	627	92.147497			-0.007761611				
0.628	-0.597047	628	21.009	628	92.282137			-0.007761611				
0.629	-0.583976	629	21.031	629	92.368442			-0.007591688				
0.63	-0.590511	630	21.063	630	92.549032			-0.007676643				
0.631	-0.603583	631	21.085	631	92.418951			-0.007846579				
0.632	-0.597047	632	21.105	632	92.283557			-0.007761611				
0.633	-0.603583	633	21.125	633	92.412189			-0.007846579				
0.634	-0.597047	634	21.147	634	92.530477			-0.007761611				
0.635	-0.590511	635	21.168	635	92.443157			-0.007676643				
0.636	-0.597047	636	21.19	636	92.262271			-0.007761611				
0.637	-0.593779	637	21.21	637	92.455977			-0.007719127				
0.638	-0.593779	638	21.231	638	92.243122			-0.007719127				
0.639	-0.600315	639	21.253	639	92.705255			-0.007804095				
0.64	-0.590511	640	21.275	640	92.238159			-0.007676643				
0.641	-0.597047	641	21.296	641	92.705971			-0.007761611				
0.642	-0.583976	642	21.316	642	91.877283			-0.007591688				
0.643	-0.593779	643	21.338	643	92.24064			-0.007719127				
0.644	-0.600315	644	21.367	644	92.768323			-0.007804095				
0.645	-0.590511	645	21.389	645	92.287105			-0.007676643				
0.646	-0.583976	646	21.405	646	92.156343			-0.007591688				
0.647	-0.610118	647	21.426	647	92.361688			-0.007931534				
0.648	-0.583976	648	21.458	648	92.330065			-0.007591688				
0.649	-0.603583	649	21.479	649	92.577234			-0.007846579				
0.65	-0.62319	650	21.509	650	92.149266			-0.00810147				
0.651	-0.590511	651	21.531	651	92.19316			-0.007676643				
0.652	-0.574172	652	21.552	652	92.040774			-0.007464236				
0.653	-0.597047	653	21.574	653	92.842968			-0.007761611				
0.654	-0.583976	654	21.596	654	92.46132			-0.007591688				
0.655	-0.603583	655	21.613	655	92.059839			-0.007846579				
0.656	-0.619922	656	21.634	656	92.062664			-0.008058986				
0.657	-0.597047	657	21.665	657	92.580806			-0.007761611				
0.658	-0.593779	658	21.687	658	92.295978			-0.007719127				
0.659	-0.597047	659	21.708	659	92.472364			-0.007761611				
0.66	-0.597047	660	21.728	660	91.843178			-0.007761611				
0.661	-0.600315	661	21.758	661	92.455977			-0.007804095				
0.662	-0.597047	662	21.778	662	92.508721			-0.007761611				
0.663	-0.600315	663	21.809	663	93.817798			-0.007804095				
0.664	-0.593779	664	21.83	664	97.415249			-0.007719127				
0.665	-0.593779	665	21.859	665	97.366243			-0.007719127				
0.666	-0.613386	666	21.88	666	97.286123			-0.007974018				
0.667	-0.597047	667	21.91	667	97.789947			-0.007761611				
0.668	-0.597047	668	21.93	668	97.346497			-0.007761611				
0.669	-0.603583	669	21.958	669	97.303083			-0.007846579				
0.67	-0.590511	670	21.976	670	97.419598			-0.007676643				
0.671	-0.593779	671	22.007	671	97.556613			-0.007719127				
0.672	-0.603583	672	22.026	672	97.233701			-0.007846579				
0.673	-0.610118	673	22.055	673	97.456388			-0.007931534				
0.674	-0.600315	674	22.073	674	97.485682			-0.007804095				
0.675	-0.597047	675	22.103	675	97.566132			-0.007761611				
0.676	-0.597047	676	22.124	676	97.422367			-0.007761611				
0.677	-0.597047	677	22.153	677	97.313735			-0.007761611				
0.678	-0.593779	678	22.173	678	97.603429			-0.007719127				
0.679	-0.600315	679	22.193	679	97.512616			-0.007804095				
0.68	-0.603583	680	22.213	680	97.42909			-0.007846579				
0.681	-0.580708	681	22.234	681	97.598666			-0.007549204				
0.682	-0.597047	682	22.259	682	97.361898			-0.007761611				
0.683	-0.587243	683	22.278	683	97.738972			-0.007634159				
0.684	-0.574172	684	22.308	684	97.543529			-0.007464236				
0.685	-0.587243	685	22.329	685	97.513804			-0.007634159				
0.686	-0.603583	686	22.358	686	97.482514			-0.007846579				
0.687	-0.541494	687	22.377	687	97.595491			-0.007039422				
0.688	-0.583976	688	22.405	688	97.663801			-0.007591688				
0.689	-0.593779	689	22.426	689	97.768834			-0.007719127				
0.69	-0.583976	690	22.456	690	97.724645			-0.007591688				
0.691	-0.587243	691	22.474	691	97.53243			-0.007634159				
0.692	-0.606851	692	22.504	692	97.614942			-0.007889063				
0.693	-0.600315	693	22.525	693	97.549476			-0.007804095				
0.694	-0.593779	694	22.552	694	97.529655			-0.007719127				
0.695	-0.593779	695	22.573	695	97.755294			-0.007719127				
0.696	-0.603583	696	22.601	696	97.866909			-0.007846579				
0.697	-0.613386	697	22.62	697	97.829809			-0.007974018				
0.698	-0.587243	698	22.649	698	97.532826			-0.007634159				
0.699	-0.593779	699	22.669	699	97.688845			-0.007719127				
0.7	-0.590511	700	22.694	700	97.719472			-0.007676643				
0.701	-0.57744	701	22.714	701	97.676917			-0.00750672				
0.702	-0.600315	702	22.745	702	97.370588			-0.007804095				
0.703	-0.610118	703	22.765	703	97.489246			-0.007931534				
0.704	-0.583976	704	22.784	704	97.653071			-0.007591688				
0.705	-0.583976	705	22.804	705	97.627251			-0.007591688				
0.706	-0.583976	706	22.826	706	97.751313			-0.007591688				
0.707	-0.593779	707	22.853	707	97.718676			-0.007719127				
0.708	-0.590511	708	22.873	708	97.742952			-0.007676643				
0.709	-0.593779	709	22.904	709	97.719472			-0.007719127				
0.71	-0.587243	710	22.924	710	97.486474			-0.007634159				
0.711	-0.564369	711	22.953	711	97.568908			-0.007336797				
0.712	-0.580708	712	22.971	712	97.669762			-0.007549204				
0.713	-0.603583	713	23	713	97.524899			-0.007846579				
0.714	-0.590511	714	23.02	714	97.465095			-0.007676643				
0.715	-0.590511	715	23.05	715	97.699582			-0.007676643				
0.716	-0.593779	716	23.068	716	97.509842			-0.007719127				
0.717	-0.583976	717	23.097	717	97.618118			-0.007591688				
0.718	-0.580708	718	23.116	718	97.646317			-0.007549204				
0.719	-0.590511	719	23.145	719	97.478159			-0.007676643				
0.72	-0.580708	720	23.165	720	97.739768			-0.007549204				
0.721	-0.593779	721	23.195	721	97.539168			-0.007719127				
0.722	-0.590511	722	23.214	722	97.299927			-0.007676643				
0.723	-0.587243	723	23.245	723	97.729022			-0.007634159				
0.724	-0.593779	724	23.273	724	97.607002			-0.007719127				
0.725	-0.587243	725	23.292	725	97.564545			-0.007634159				
0.726	-0.597047	726	23.311	726	97.822631			-0.007761611				
0.727	-0.597047	727	23.33	727	97.649893			-0.007761611				
0.728	-0.57744	728	23.348	728	97.59311			-0.00750672				
0.729	-0.590511	729	23.368	729	97.444913			-0.007676643				
0.73	-0.593779	730	23.399	730	97.48291			-0.007719127				
0.731	-0.587243	731	23.417	731	97.614148			-0.007634159				
0.732	-0.606851	732	23.447	732	97.7143			-0.007889063				
0.733	-0.606851	733	23.466	733	97.427112			-0.007889063				
0.734	-0.590511	734	23.496	734	97.383627			-0.007676643				
0.735	-0.600315	735	23.516	735	97.856933			-0.007804095				
0.736	-0.600315	736	23.542	736	97.432254			-0.007804095				
0.737	-0.600315	737	23.572	737	97.538375			-0.007804095				
0.738	-0.616654	738	23.592	738	97.672147			-0.008016502				
0.739	-0.590511	739	23.612	739	97.497959			-0.007676643				
0.74	-0.600315	740	23.642	740	97.549872			-0.007804095				
0.741	-0.597047	741	23.66	741	97.822233			-0.007761611				
0.742	-0.580708	742	23.69	742	97.465095			-0.007549204				
0.743	-0.600315	743	23.71	743	101.571394			-0.007804095				
0.744	-0.613386	744	23.739	744	103.642158			-0.007974018				
0.745	-0.583976	745	23.759	745	103.604576			-0.007591688				
0.746	-0.603583	746	23.787	746	103.469237			-0.007846579				
0.747	-0.606851	747	23.806	747	103.812066			-0.007889063				
0.748	-0.603583	748	23.825	748	103.849799			-0.007846579				
0.749	-0.593779	749	23.845	749	103.818802			-0.007719127				
0.75	-0.606851	750	23.873	750	103.794107			-0.007889063				
0.751	-0.580708	751	23.901	751	104.040229			-0.007549204				
0.752	-0.580708	752	23.919	752	103.888458			-0.007549204				
0.753	-0.590511	753	23.944	753	104.159885			-0.007676643				
0.754	-0.603583	754	23.972	754	104.014978			-0.007846579				
0.755	-0.603583	755	23.989	755	104.124637			-0.007846579				
0.756	-0.597047	756	24.008	756	104.006864			-0.007761611				
0.757	-0.62319	757	24.037	757	103.992443			-0.00810147				
0.758	-0.590511	758	24.056	758	104.115151			-0.007676643				
0.759	-0.580708	759	24.082	759	103.961811			-0.007549204				
